,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,FinishedBsmtAreaSF,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,BsmtHalfBath,TotalBathBasement,FullBath,HalfBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,agebybuilt,agebyremodel,TotalGrBsmtSF,OA1,OA2
41,42,20,RL,115.0,16905,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967,Unf,0,967,383,1350,GasA,Gd,Y,SBrkr,1328,0,0,1328,1328,2295,0,1,0.5,1,1,1.5,2.0,2,1,TA,5.0,6,5,Typ,2,Gd,Attchd,1959.0,RFn,1,308,TA,TA,P,0,104,0,0,0,104,0,NA,NA,NA,0,7,2007,WD,Normal,170000,48,48,2678,2678,2986
42,43,85,RL,70.04995836802665,9180,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,747,LwQ,93,840,0,840,GasA,Gd,Y,SBrkr,884,0,0,884,884,1724,1,0,1.0,1,0,1.0,2.0,2,1,Gd,5.0,5,5,Typ,0,NA,Attchd,1983.0,RFn,2,504,TA,Gd,Y,240,0,0,0,0,0,0,NA,MnPrv,NA,0,12,2007,WD,Normal,144000,24,24,1724,1724,2228
43,44,20,RL,70.04995836802665,9200,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Av,LwQ,280,BLQ,491,771,167,938,GasA,TA,Y,SBrkr,938,0,0,938,938,1709,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,5,Typ,0,NA,Detchd,1977.0,Unf,1,308,TA,TA,Y,145,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2008,WD,Normal,130250,33,28,1876,1876,2184
44,45,20,RL,70.0,7945,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,179,BLQ,506,685,465,1150,GasA,Ex,Y,FuseA,1150,0,0,1150,1150,1835,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,6,Typ,0,NA,Attchd,1959.0,RFn,1,300,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,141000,47,47,2300,2300,2600
45,46,120,RL,61.0,7658,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,0,456,1296,1752,GasA,Ex,Y,SBrkr,1752,0,0,1752,1752,2208,1,0,1.0,2,0,2.0,3.0,2,1,Ex,6.0,6,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,196,82,0,0,0,82,0,NA,NA,NA,0,2,2010,WD,Normal,319900,5,5,3504,3916,4492
46,47,50,RL,48.0,12822,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0,1351,83,1434,GasA,Ex,Y,SBrkr,1518,631,0,2149,2149,3500,1,0,1.0,1,1,1.5,2.5,1,1,Gd,4.5,5,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,43,0,0,198,241,0,NA,NA,NA,0,8,2009,WD,Abnorml,239686,6,6,3583,3583,4253
47,48,20,FV,84.0,11096,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,24,1632,1656,GasA,Ex,Y,SBrkr,1656,0,0,1656,1656,1680,0,0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6,7,Typ,0,NA,Attchd,2006.0,RFn,3,826,TA,TA,Y,0,146,0,0,0,146,0,NA,NA,NA,0,7,2007,WD,Normal,249700,1,1,3312,3312,4138
48,49,190,RM,33.0,4456,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2FmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,0,736,736,GasA,Gd,Y,SBrkr,736,716,0,1452,1452,1452,0,0,0.0,2,0,2.0,2.0,2,3,TA,7.0,7,8,Typ,0,NA,NA,1920.0,NA,0,0,NA,NA,N,0,0,102,0,0,102,0,NA,NA,NA,0,6,2009,New,Partial,113000,89,1,2188,2188,2188
49,50,20,RL,66.0,7742,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,0,763,192,955,GasA,Ex,Y,SBrkr,955,0,0,955,955,1718,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,6,Typ,0,NA,Attchd,1966.0,Unf,1,386,TA,TA,Y,0,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2007,WD,Normal,127000,41,41,1910,1910,2296
50,51,60,RL,70.04995836802665,13869,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0,182,612,794,GasA,Gd,Y,SBrkr,794,676,0,1470,1470,1652,0,1,0.5,2,0,2.0,2.5,3,1,TA,6.5,7,6,Typ,0,NA,Attchd,1997.0,Fin,2,388,TA,TA,Y,0,75,0,0,0,75,0,NA,NA,NA,0,7,2007,WD,Normal,177000,10,10,2264,2264,2652
51,52,50,RM,52.0,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,0,816,816,GasA,TA,Y,SBrkr,816,0,360,1176,456,1176,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,0,NA,MnPrv,Shed,400,9,2006,WD,Normal,114500,72,56,1992,1992,2520
52,53,90,RM,110.0,8472,Grvl,NA,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplx,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,816,0,816,GasA,TA,N,SBrkr,816,0,0,816,816,1632,1,0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5,5,Typ,0,NA,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,110000,47,47,1632,1632,2148
53,54,20,RL,68.0,50271,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,WdShing,None,0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,1810,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,1842,3652,2,0,2.0,0,1,0.5,2.5,0,1,Gd,3.5,4,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,857,72,0,0,0,72,0,NA,NA,NA,0,11,2006,WD,Normal,385000,25,19,3684,3684,4578
54,55,80,RL,60.0,7134,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Names,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,384,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,1360,1744,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,50,0,0,0,50,0,NA,MnPrv,NA,0,2,2007,WD,Normal,130000,52,52,1744,1744,2316
55,56,20,RL,100.0,10175,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,490,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,1425,1915,0,0,0.0,2,0,2.0,2.0,3,1,TA,6.0,6,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,0,407,0,407,0,NA,NA,NA,0,7,2008,WD,Normal,180500,44,44,2850,3122,3698
56,57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsI,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,649,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,1739,2388,1,0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8,7,Typ,0,NA,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Abnorml,172500,10,9,2709,3165,3645
57,58,60,RL,89.0,11645,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,1720,1720,0,0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7,7,Typ,0,NA,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,70,0,NA,NA,NA,0,8,2006,WD,Normal,196500,2,2,2580,2580,3145
58,59,60,RL,66.0,13682,Pave,NA,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,2945,2945,0,0,0.0,3,1,3.5,3.5,3,1,Gd,7.5,8,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,0,37,0,0,37,0,NA,NA,NA,0,10,2006,New,Partial,438780,0,0,4355,5386,6027
59,60,20,RL,60.0,7200,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,632,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,780,1412,0,0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4,4,Typ,0,NA,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,124900,36,36,1560,1560,1912
60,61,20,RL,63.0,13072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,941,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,1158,2099,1,0,1.0,1,1,1.5,2.5,3,1,Gd,6.5,7,5,Typ,0,NA,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50,0,0,0,50,0,NA,NA,NA,0,5,2006,New,Partial,158000,2,2,2316,2316,2892
61,62,75,RM,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,0,530,530,GasA,TA,N,SBrkr,581,530,0,1111,1111,1111,0,0,0.0,1,0,1.0,1.0,3,1,Fa,5.0,5,6,Typ,0,NA,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0,144,0,0,144,0,NA,NA,NA,0,3,2007,WD,Normal,101000,87,11,1641,1641,1929
62,63,120,RL,44.0,6442,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,24,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,1370,1394,0,0,0.0,2,0,2.0,2.0,2,1,Gd,5.0,5,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,0,0,0,49,0,NA,NA,NA,0,10,2007,WD,Normal,202500,1,1,2740,2918,3402
63,64,70,RM,50.0,10300,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,0,576,576,GasA,Gd,Y,SBrkr,902,808,0,1710,1710,1710,0,0,0.0,2,0,2.0,2.0,3,1,TA,6.0,6,9,Typ,0,NA,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,64,0,0,75,0,NA,GdPrv,NA,0,4,2010,WD,Normal,140000,89,60,2286,2286,2766
64,65,60,RL,70.04995836802665,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,739,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,2034,2773,1,0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8,8,Typ,0,NA,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36,0,0,0,36,0,NA,GdPrv,NA,0,2,2009,WD,Normal,219500,12,11,3091,3664,4309
65,66,60,RL,76.0,9591,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,2473,2473,0,0,0.0,2,1,2.5,2.5,4,1,Gd,7.5,8,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,0,0,0,151,0,NA,NA,NA,0,10,2007,WD,Normal,317000,3,2,3616,3960,4812
66,67,20,RL,70.04995836802665,19900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,912,1035,1947,GasA,TA,Y,SBrkr,2207,0,0,2207,2207,3119,1,0,1.0,2,0,2.0,3.0,3,1,TA,7.0,7,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,0,0,0,0,0,NA,NA,NA,0,7,2010,WD,Normal,180000,40,21,4154,4441,5017
67,68,20,RL,72.0,10665,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,1013,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,1479,2492,1,0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7,7,Typ,0,NA,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29,0,0,0,29,0,NA,NA,NA,0,6,2007,WD,Normal,226000,4,4,2932,3099,3657
68,69,30,RM,47.0,4608,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,0,747,747,GasA,TA,Y,SBrkr,747,0,0,747,747,747,0,0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4,4,Typ,0,NA,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,80000,65,60,1494,1494,1714
69,70,50,RL,81.0,15593,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,603,701,1304,GasW,TA,Y,SBrkr,1304,983,0,2287,2287,2890,0,0,0.0,2,0,2.0,2.0,3,1,TA,6.0,6,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,21,114,0,0,135,0,NA,NA,NA,0,7,2006,WD,Normal,225000,53,53,3591,3591,4258
70,71,20,RL,95.0,13651,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,1880,343,2223,GasA,Ex,Y,SBrkr,2223,0,0,2223,2223,4103,1,0,1.0,2,0,2.0,3.0,3,1,TA,7.0,7,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,0,0,0,0,0,NA,NA,NA,0,2,2007,WD,Normal,244000,34,34,4446,5561,6077
71,72,20,RL,69.0,7599,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,565,280,845,GasA,TA,Y,SBrkr,845,0,0,845,845,1410,1,0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5,4,Typ,0,NA,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,129500,25,1,1690,1690,2050
72,73,60,RL,74.0,10141,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,832,832,GasA,Gd,Y,SBrkr,885,833,0,1718,1718,1718,0,0,0.0,2,1,2.5,2.5,3,1,TA,6.5,7,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,0,0,291,385,0,NA,NA,NA,0,12,2009,WD,Normal,185000,11,11,2550,2590,3017
73,74,20,RL,85.0,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,682,404,1086,GasA,Gd,Y,SBrkr,1086,0,0,1086,1086,1768,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,6,Typ,0,NA,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,0,0,NA,GdWo,NA,0,5,2010,WD,Normal,144900,56,7,2172,2276,2766
74,75,50,RM,60.0,5790,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,0,840,840,GasA,Gd,N,SBrkr,840,765,0,1605,1605,1605,0,0,0.0,2,0,2.0,2.0,3,2,TA,7.0,7,8,Typ,0,NA,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0,202,0,0,202,0,NA,NA,NA,0,5,2010,WD,Normal,107400,95,60,2445,2445,2824
75,76,180,RM,21.0,1596,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsI,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,462,0,462,GasA,TA,Y,SBrkr,526,462,0,988,988,1450,1,0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5,5,Typ,0,NA,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,0,0,0,101,0,NA,GdWo,NA,0,11,2009,WD,Normal,91000,36,36,1450,1450,1747
76,77,20,RL,70.04995836802665,8475,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,228,724,952,GasA,Ex,Y,FuseA,952,0,0,952,952,1180,0,0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4,4,Typ,0,NA,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,135750,52,52,1904,1904,2187
77,78,50,RM,50.0,8635,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,377,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,1285,1662,1,0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5,6,Min1,0,NA,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,127000,60,7,1957,1957,2197
78,79,90,RL,72.0,10778,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplx,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,1768,1768,0,0,0.0,2,0,2.0,2.0,4,2,TA,8.0,8,8,Typ,0,NA,NA,1968.0,NA,0,0,NA,NA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,136500,42,42,3536,3536,3536
79,80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,0,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,1230,1230,0,0,0.0,1,1,1.5,1.5,2,1,TA,4.5,5,5,Typ,0,NA,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,128,0,NA,MnPrv,NA,0,5,2009,WD,Normal,110000,99,28,1670,1670,2110
80,81,60,RL,100.0,13000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,2142,2590,0,0,0.0,2,1,2.5,2.5,4,1,Gd,7.5,8,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,0,0,252,324,0,NA,NA,NA,0,6,2009,WD,Normal,193500,41,41,3038,3614,4123
81,82,120,RM,32.0,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,1201,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1337,2538,1,0,1.0,2,0,2.0,3.0,2,1,TA,6.0,6,5,Typ,0,NA,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,0,0,0,199,0,NA,NA,NA,0,3,2006,WD,Normal,153500,8,8,2574,3017,3422
82,83,20,RL,78.0,10206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,33,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,1563,1596,0,0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,0,0,0,99,0,NA,NA,NA,0,10,2008,WD,Normal,245000,1,1,3126,3594,4352
83,84,20,RL,80.0,8892,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,1065,1065,0,0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6,6,Typ,0,NA,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,0,NA,NA,NA,0,7,2007,COD,Normal,126500,47,47,2130,2196,2657
